"","track_popularity","track_album_release_date","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","track_age"
"19651",75,2010-01-01,"latin","reggaeton",0.4,0.915,"0",-4.89,"1",0.28,0.0846,0,0.0503,0.878,88.917,198773,3680
"19652",57,2012-01-01,"latin","reggaeton",0.729,0.894,"5",-3.494,"1",0.0397,0.00205,0.021,0.128,0.832,124.992,263973,2950
"19653",50,2016-11-11,"latin","reggaeton",0.578,0.94,"9",-2.751,"1",0.188,0.121,0.000261,0.258,0.609,89.805,261307,1174
"19654",60,2010-01-01,"latin","reggaeton",0.73,0.863,"1",-5.082,"1",0.154,0.0373,0,0.491,0.818,170.014,237973,3680
"19655",54,2003-01-01,"latin","reggaeton",0.568,0.566,"0",-8.35,"0",0.0444,0.17,0,0.417,0.414,159.952,243133,6237
"19656",49,2016-11-11,"latin","reggaeton",0.818,0.707,"7",-5.547,"0",0.226,0.164,0,0.33,0.307,92.995,240027,1174
"19657",52,2016-04-22,"latin","reggaeton",0.756,0.957,"1",-3.615,"0",0.113,0.0918,0,0.212,0.458,92.006,309267,1377
"19658",56,2010-01-01,"latin","reggaeton",0.629,0.88,"1",-6.695,"1",0.156,0.00879,0,0.814,0.757,93.013,258613,3680
"19659",49,2016-11-11,"latin","reggaeton",0.637,0.691,"1",-4.332,"0",0.0415,0.161,0,0.167,0.29,156.006,284933,1174
"19660",3,2004-01-01,"latin","reggaeton",0.47,0.567,"10",-6.894,"0",0.0361,0.101,4e-05,0.354,0.376,79.993,185613,5872
"19661",45,2009-01-01,"latin","reggaeton",0.796,0.712,"10",-4.47,"0",0.0541,0.0424,0.00032,0.455,0.478,94.97,211093,4045
"19662",3,2018-11-16,"latin","reggaeton",0.729,0.833,"8",-6.252,"1",0.152,0.106,0,0.463,0.916,172.07,230581,439
"19663",48,2012-01-01,"latin","reggaeton",0.704,0.868,"0",-4.558,"1",0.0854,0.0101,0.000156,0.0258,0.842,127.994,232000,2950
"19664",49,2012-01-01,"latin","reggaeton",0.355,0.958,"4",-4.029,"1",0.349,0.0235,0.00072,0.331,0.885,190.313,245040,2950
"19665",46,2016-11-11,"latin","reggaeton",0.808,0.873,"4",-2.912,"0",0.238,0.0418,0,0.0818,0.913,109.987,245827,1174
"19666",3,2004-01-01,"latin","reggaeton",0.676,0.891,"5",-5.54,"1",0.199,0.219,0.00205,0.0536,0.715,173.976,301133,5872
"19667",37,2012-01-01,"latin","reggaeton",0.736,0.842,"10",-4.919,"0",0.222,0.0869,0,0.0382,0.695,180.014,190360,2950
"19668",58,2015-06-16,"latin","reggaeton",0.684,0.882,"5",-4.546,"1",0.0312,0.169,1.95e-06,0.226,0.787,95.986,234080,1688
"19669",53,2015-06-16,"latin","reggaeton",0.718,0.888,"0",-4.778,"1",0.0441,0.0241,2.54e-06,0.0565,0.727,91.998,213240,1688
"19670",1,2017-03-06,"latin","reggaeton",0.702,0.93,"6",-4.13,"0",0.0674,0.0758,6.36e-05,0.368,0.585,96.027,258680,1059
"19671",47,2010-01-01,"latin","reggaeton",0.821,0.667,"0",-5.845,"0",0.124,0.188,0,0.0647,0.688,96.415,202600,3680
"19672",44,2016-11-11,"latin","reggaeton",0.771,0.881,"4",-4.335,"0",0.0909,0.0666,0.00127,0.306,0.536,94.015,210813,1174
"19673",44,2016-11-11,"latin","reggaeton",0.752,0.726,"1",-4.59,"0",0.0564,0.0197,0,0.203,0.261,92.004,211520,1174
"19674",44,2016-11-11,"latin","reggaeton",0.748,0.653,"5",-4.857,"0",0.27,0.0629,0,0.248,0.324,89.921,177160,1174
"19675",51,2015-06-16,"latin","reggaeton",0.857,0.855,"7",-5.108,"1",0.134,0.0939,0.000104,0.0443,0.798,95.02,181333,1688
"19676",46,2015-06-16,"latin","reggaeton",0.663,0.909,"1",-4.871,"0",0.106,0.169,0,0.341,0.715,170.058,236480,1688
"19677",46,2015-06-16,"latin","reggaeton",0.603,0.901,"2",-4.365,"1",0.0536,0.0313,0,0.857,0.2,175.926,236827,1688
"19678",43,2010-01-01,"latin","reggaeton",0.718,0.692,"9",-7.941,"0",0.0449,0.452,0,0.381,0.861,139.968,292120,3680
"19679",50,2015-06-16,"latin","reggaeton",0.62,0.876,"9",-4.41,"0",0.101,0.0911,0,0.376,0.645,195.996,192053,1688
"19680",39,2009-01-01,"latin","reggaeton",0.742,0.753,"6",-8.877,"0",0.172,0.0304,1.82e-06,0.352,0.734,149.962,245867,4045
"19681",48,2015-06-16,"latin","reggaeton",0.698,0.738,"8",-3.508,"0",0.172,0.141,0,0.414,0.729,92.009,263373,1688
"19682",51,2017-07-28,"latin","reggaeton",0.65,0.836,"9",-3.3,"0",0.214,0.083,0,0.0982,0.659,180.1,219840,915
"19683",49,2017-03-24,"latin","reggaeton",0.744,0.871,"8",-5.123,"1",0.0499,0.145,0.000503,0.0752,0.902,172.03,195400,1041
"19684",43,2010-01-01,"latin","reggaeton",0.735,0.787,"10",-6.299,"0",0.0366,0.00113,1.21e-06,0.242,0.394,98.009,248627,3680
"19685",47,2017-06-30,"latin","reggaeton",0.727,0.932,"8",-5.117,"0",0.0452,0.0689,6.02e-06,0.153,0.896,92.016,184960,943
"19686",45,2017-12-15,"latin","reggaeton",0.838,0.71,"7",-5.835,"0",0.0862,0.126,1.13e-06,0.0589,0.638,159.919,210000,775
"19687",2,2004-01-01,"latin","reggaeton",0.887,0.631,"7",-8.124,"1",0.172,0.102,9.89e-05,0.107,0.482,95.032,166707,5872
"19688",66,2019-12-27,"latin","reggaeton",0.544,0.572,"5",-6.272,"0",0.147,0.41,0,0.115,0.36,179.88,253333,33
"19689",62,2019-12-20,"latin","reggaeton",0.793,0.631,"2",-6.837,"1",0.406,0.0558,0,0.322,0.741,168.92,196960,40
"19690",74,2019-11-11,"latin","reggaeton",0.823,0.556,"6",-7.141,"1",0.0889,0.6,0.000694,0.3,0.557,129.985,271548,79
"19691",64,2019-12-20,"latin","reggaeton",0.742,0.745,"11",-6.296,"0",0.231,0.054,0,0.38,0.673,151.932,222853,40
"19692",63,2019-11-15,"latin","reggaeton",0.859,0.73,"0",-4.472,"0",0.0634,0.24,1.36e-05,0.0821,0.623,92.018,219457,75
"19693",54,2020-01-01,"latin","reggaeton",0.789,0.765,"9",-4.143,"0",0.118,0.49,0,0.623,0.491,95.075,227603,28
"19694",65,2019-11-15,"latin","reggaeton",0.796,0.624,"0",-7.532,"1",0.353,0.0581,1.4e-05,0.257,0.881,179.967,157248,75
"19695",47,2019-11-15,"latin","reggaeton",0.8,0.556,"8",-3.818,"0",0.29,0.172,2.28e-05,0.112,0.81,188.044,214475,75
"19696",42,2019-11-15,"latin","reggaeton",0.666,0.745,"10",-4.892,"0",0.0649,0.196,0,0.105,0.535,166.009,153253,75
"19697",56,2019-11-18,"latin","reggaeton",0.829,0.605,"0",-6.625,"1",0.208,0.43,1.3e-05,0.0738,0.689,95.065,209558,72
"19698",65,2019-11-28,"latin","reggaeton",0.796,0.681,"11",-4.275,"1",0.0574,0.286,2.19e-05,0.103,0.864,90.021,279432,62
"19699",63,2019-11-29,"latin","reggaeton",0.563,0.783,"10",-7.121,"0",0.281,0.00836,3.97e-06,0.319,0.9,90.118,197347,61
"19700",37,2019-11-01,"latin","reggaeton",0.582,0.676,"1",-7.707,"0",0.251,0.365,0,0.103,0.493,181.435,205714,89
"19701",52,2019-11-08,"latin","reggaeton",0.817,0.859,"7",-4.794,"1",0.0902,0.186,0.00142,0.291,0.567,99.994,185427,82
"19702",61,2019-11-08,"latin","reggaeton",0.826,0.776,"10",-3.442,"1",0.0566,0.0853,0.000318,0.0806,0.618,93.05,175326,82
"19703",53,2019-11-15,"latin","reggaeton",0.698,0.658,"5",-6.428,"1",0.105,0.052,4.69e-06,0.144,0.62,169.979,218658,75
"19704",94,2019-07-26,"latin","latin hip hop",0.88,0.751,"7",-4.258,"0",0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,187
"19705",71,2019-10-10,"latin","latin hip hop",0.621,0.601,"6",-5.616,"0",0.148,0.0522,0,0.46,0.457,116.735,163636,111
"19706",93,2020-01-10,"latin","latin hip hop",0.676,0.609,"2",-5.831,"0",0.481,0.0706,0,0.152,0.508,142.037,237735,19
"19707",91,2019-12-06,"latin","latin hip hop",0.676,0.771,"8",-3.675,"1",0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,54
"19708",98,2019-12-06,"latin","latin hip hop",0.896,0.586,"10",-6.687,"0",0.0559,0.104,0,0.79,0.642,116.971,196653,54
"19709",88,2019-11-07,"latin","latin hip hop",0.787,0.673,"11",-4.577,"0",0.158,0.256,3.57e-06,0.0904,0.786,110.962,237893,83
"19710",88,2019-08-23,"latin","latin hip hop",0.453,0.538,"1",-8.212,"1",0.0638,0.449,0,0.19,0.516,122.973,204533,159
"19711",87,2020-01-09,"latin","latin hip hop",0.794,0.32,"1",-12.92,"0",0.173,0.853,0.134,0.112,0.241,174.088,342040,20
"19712",94,2019-12-06,"latin","latin hip hop",0.724,0.491,"8",-6.024,"1",0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,54
"19713",35,2020-01-17,"latin","latin hip hop",0.794,0.798,"10",-4.791,"0",0.0602,0.0651,9.18e-05,0.233,0.629,105.069,228571,12
"19714",90,2019-11-17,"latin","latin hip hop",0.548,0.816,"0",-4.209,"1",0.0465,0.122,0,0.335,0.557,95.39,174000,73
"19715",95,2020-01-03,"latin","latin hip hop",0.662,0.519,"9",-6.554,"0",0.106,0.404,0,0.121,0.495,145.841,210427,26
"19716",98,2019-11-29,"latin","latin hip hop",0.513,0.796,"1",-4.075,"1",0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,61
"19717",98,2019-09-20,"latin","latin hip hop",0.764,0.32,"11",-7.209,"1",0.0546,0.837,0,0.0822,0.575,91.019,189486,131
"19718",88,2020-01-10,"latin","latin hip hop",0.838,0.545,"5",-6.713,"1",0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,19
"19719",89,2019-12-27,"latin","latin hip hop",0.559,0.491,"2",-6.406,"0",0.0346,0.0567,0,0.0992,0.114,153.131,244874,33
"19720",97,2019-10-31,"latin","latin hip hop",0.794,0.793,"11",-4.521,"0",0.0842,0.0125,0,0.0952,0.677,123.941,183290,90
"19721",92,2019-08-29,"latin","latin hip hop",0.824,0.588,"6",-6.4,"0",0.0924,0.692,0.000104,0.149,0.513,98.027,209438,153
"19722",77,2020-01-10,"latin","latin hip hop",0.785,0.753,"1",-3.841,"1",0.0873,0.188,1.01e-06,0.265,0.488,94.012,199301,19
"19723",97,2018-10-05,"latin","latin hip hop",0.784,0.43,"10",-8.756,"0",0.0364,0.123,0,0.0887,0.236,127.087,159382,481
"19724",83,2020-01-09,"latin","latin hip hop",0.701,0.396,"4",-10.182,"0",0.119,0.112,0.0209,0.223,0.115,129.004,206361,20
"19725",79,2020-01-13,"latin","latin hip hop",0.775,0.696,"1",-5.184,"0",0.0681,0.0559,0.00184,0.157,0.775,92.007,190570,16
"19726",86,2020-01-10,"latin","latin hip hop",0.591,0.585,"2",-6.35,"1",0.0277,0.143,0,0.109,0.324,110.94,205473,19
"19727",96,2019-10-12,"latin","latin hip hop",0.721,0.716,"10",-7.037,"0",0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,109
"19728",73,2020-01-09,"latin","latin hip hop",0.655,0.722,"0",-4.726,"0",0.048,0.556,0,0.133,0.298,90.099,208208,20
"19729",87,2019-11-14,"latin","latin hip hop",0.665,0.712,"1",-7.536,"1",0.0527,0.00103,0.00342,0.102,0.669,93.989,157220,76
"19730",97,2019-11-13,"latin","latin hip hop",0.704,0.225,"6",-14.454,"0",0.0994,0.902,0.657,0.106,0.243,120.006,245426,77
"19731",93,2019-10-23,"latin","latin hip hop",0.505,0.34,"4",-9.005,"1",0.0438,0.576,0,0.21,0.0916,101.993,206459,98
"19732",85,2019-12-27,"latin","latin hip hop",0.67,0.668,"3",-4.306,"0",0.0422,0.536,0,0.133,0.608,88.033,179053,33
"19733",85,2018-03-30,"latin","latin hip hop",0.689,0.516,"8",-5.857,"1",0.0444,0.513,0,0.163,0.209,124.876,190920,670
"19734",74,2019-10-11,"latin","latin hip hop",0.585,0.62,"3",-8.09,"0",0.0327,0.0426,0.00224,0.15,0.281,101.939,172227,110
"19735",75,2019-12-06,"latin","latin hip hop",0.718,0.882,"4",-4.677,"0",0.0521,0.0229,0.0286,0.102,0.611,95.005,194171,54
"19736",73,2019-12-13,"latin","latin hip hop",0.701,0.778,"2",-5.076,"1",0.201,0.125,0,0.0828,0.609,99.956,199720,47
"19737",94,2019-10-04,"latin","latin hip hop",0.598,0.427,"7",-8.764,"0",0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,117
"19738",90,2019-11-19,"latin","latin hip hop",0.459,0.575,"3",-4.858,"1",0.0573,0.604,0,0.0885,0.183,111.881,215107,71
"19739",67,2019-12-13,"latin","latin hip hop",0.784,0.645,"10",-7.325,"0",0.402,0.00936,0.000132,0.117,0.59,109.978,226720,47
"19740",88,2019-10-17,"latin","latin hip hop",0.464,0.473,"1",-10.086,"1",0.129,0.866,0,0.109,0.604,75.801,208687,104
"19741",98,2019-09-06,"latin","latin hip hop",0.695,0.762,"0",-3.497,"1",0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,145
"19742",62,2019-06-18,"latin","latin hip hop",0.866,0.399,"7",-10.938,"1",0.0745,0.117,0,0.0689,0.713,129.047,223256,225
"19743",93,2019-06-21,"latin","latin hip hop",0.759,0.54,"9",-6.039,"0",0.0287,0.037,0,0.0945,0.75,116.947,190960,222
"19744",91,2019-11-13,"latin","latin hip hop",0.816,0.63,"2",-5.568,"1",0.226,0.133,0,0.0692,0.715,96.493,131607,77
"19745",94,2019-05-17,"latin","latin hip hop",0.501,0.405,"1",-5.679,"1",0.0319,0.751,0,0.105,0.446,109.891,182161,257
"19746",90,2019-06-21,"latin","latin hip hop",0.878,0.619,"6",-5.56,"1",0.102,0.0533,0,0.113,0.639,136.041,157067,222
"19747",83,2019-10-18,"latin","latin hip hop",0.584,0.685,"7",-7.811,"1",0.425,0.0304,0,0.189,0.345,97.551,226321,103
"19748",62,2019-07-24,"latin","latin hip hop",0.591,0.702,"7",-5.59,"1",0.0289,0.225,0,0.414,0.501,104.003,217653,189
"19749",94,2019-08-23,"latin","latin hip hop",0.778,0.559,"6",-7.109,"0",0.0776,0.128,0,0.399,0.678,129.989,185093,159
"19750",81,2018-10-18,"latin","latin hip hop",0.596,0.552,"0",-10.278,"0",0.097,0.0765,0.334,0.104,0.112,97.949,229320,468
"19751",91,2019-06-28,"latin","latin hip hop",0.843,0.391,"2",-7.899,"1",0.0845,0.181,0,0.137,0.496,129.972,160627,215
"19752",91,2019-07-12,"latin","latin hip hop",0.857,0.621,"9",-6.376,"0",0.0824,0.148,0,0.0865,0.668,97.986,204467,201
"19753",81,2019-08-16,"latin","latin hip hop",0.53,0.538,"5",-6.672,"1",0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,166
"19754",87,2019-09-04,"latin","latin hip hop",0.74,0.498,"11",-6.684,"0",0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,147
"19755",84,2019-06-21,"latin","latin hip hop",0.703,0.594,"5",-6.146,"0",0.0752,0.342,0,0.123,0.475,153.848,114893,222
"19756",87,2019-09-13,"latin","latin hip hop",0.667,0.583,"11",-5.127,"0",0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,138
"19757",75,2019-04-05,"latin","latin hip hop",0.729,0.545,"0",-7.818,"1",0.0316,0.0174,0.000274,0.369,0.514,103.012,177067,299
"19758",87,2018-08-03,"latin","latin hip hop",0.834,0.73,"8",-3.714,"1",0.222,0.00513,0,0.124,0.446,155.008,312820,544
"19759",82,2020-01-08,"latin","latin hip hop",0.595,0.807,"7",-2.409,"1",0.0489,0.416,1.41e-05,0.565,0.919,188.081,194892,21
"19760",67,2019-07-24,"latin","latin hip hop",0.294,0.505,"3",-8.106,"1",0.042,0.12,0,0.0977,0.357,85.332,209893,189
"19761",71,2019-06-25,"latin","latin hip hop",0.66,0.395,"7",-5.242,"1",0.0333,0.873,0,0.112,0.678,81.997,204880,218
"19762",82,2019-04-05,"latin","latin hip hop",0.901,0.4,"0",-8.575,"1",0.126,0.051,0,0.0599,0.346,135.984,197573,299
"19763",86,2019-10-24,"latin","latin hip hop",0.563,0.564,"10",-7.906,"0",0.271,0.114,0.0254,0.304,0.55,154.355,162596,97
"19764",85,2019-06-28,"latin","latin hip hop",0.698,0.454,"1",-6.756,"0",0.151,0.123,0,0.155,0.137,92.932,260640,215
"19765",81,2018-10-26,"latin","latin hip hop",0.693,0.575,"9",-6.998,"1",0.0801,0.374,0,0.252,0.492,117.999,211362,460
"19766",87,2019-06-28,"latin","latin hip hop",0.693,0.678,"8",-7.159,"1",0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,215
"19767",93,2019-07-19,"latin","latin hip hop",0.786,0.808,"7",-3.702,"1",0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,194
"19768",88,2019-07-31,"latin","latin hip hop",0.708,0.186,"9",-8.953,"0",0.0422,0.868,0,0.0779,0.321,72.541,156107,182
"19769",85,2019-06-21,"latin","latin hip hop",0.659,0.623,"4",-2.253,"1",0.0451,0.0667,0,0.582,0.439,88.042,181824,222
"19770",74,2019-04-30,"latin","latin hip hop",0.675,0.414,"5",-6.508,"1",0.0569,0.105,0,0.192,0.439,128.927,213598,274
"19771",85,2016-07-29,"latin","latin hip hop",0.748,0.524,"8",-5.599,"1",0.0338,0.414,0,0.111,0.661,95.01,244960,1279
"19772",91,2019-07-19,"latin","latin hip hop",0.477,0.682,"1",-4.931,"0",0.0925,0.153,0,0.0763,0.345,110.567,202205,194
"19773",90,2019-09-06,"latin","latin hip hop",0.548,0.653,"5",-3.875,"1",0.081,0.456,0,0.103,0.163,150.068,174853,145
"19774",74,2019-06-21,"latin","latin hip hop",0.665,0.799,"6",-2.868,"0",0.0617,0.18,0,0.125,0.5,101.976,228112,222
"19775",74,2019-02-15,"latin","latin hip hop",0.421,0.653,"9",-4.85,"0",0.398,0.0135,0,0.114,0.733,78.6,175424,348
"19776",86,2018-10-16,"latin","latin hip hop",0.815,0.518,"7",-6.594,"0",0.0897,0.223,0,0.104,0.877,151.891,177667,470
"19777",90,2019-05-10,"latin","latin hip hop",0.798,0.675,"6",-5.041,"1",0.0442,0.0912,0,0.0894,0.842,101.956,219947,264
"19778",81,2018-09-06,"latin","latin hip hop",0.588,0.67,"0",-6.439,"1",0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,510
"19779",86,2019-09-13,"latin","latin hip hop",0.737,0.828,"11",-4.711,"1",0.0396,0.0149,0.000583,0.0862,0.517,124.052,208474,138
"19780",88,2019-06-15,"latin","latin hip hop",0.831,0.502,"10",-4.045,"0",0.046,0.101,0,0.122,0.101,100.541,205427,228
"19781",75,2019-04-12,"latin","latin hip hop",0.725,0.703,"7",-4.641,"1",0.0466,0.0632,0.000251,0.14,0.638,106.032,175827,292
"19782",86,2019-06-07,"latin","latin hip hop",0.795,0.496,"0",-5.883,"1",0.0722,0.108,0,0.0645,0.874,94.01,183000,236
"19783",83,2019-08-16,"latin","latin hip hop",0.599,0.887,"4",-3.967,"1",0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837,166
"19784",72,2019-09-13,"latin","latin hip hop",0.784,0.721,"8",-5.457,"1",0.0506,0.0149,0.00424,0.285,0.895,121.966,176219,138
"19785",63,2019-08-28,"latin","latin hip hop",0.755,0.828,"1",-4.443,"1",0.0356,0.0271,0.0291,0.0799,0.729,109.011,177781,154
"19786",88,2019-02-01,"latin","latin hip hop",0.677,0.744,"10",-6.806,"0",0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,362
"19787",79,2018-02-23,"latin","latin hip hop",0.6,0.535,"4",-7.043,"1",0.107,0.648,4.7e-06,0.162,0.269,71.912,225133,705
"19788",88,2018-12-14,"latin","latin hip hop",0.76,0.479,"2",-5.574,"1",0.0466,0.556,0,0.0703,0.913,89.911,158040,411
"19789",89,2019-06-28,"latin","latin hip hop",0.64,0.648,"5",-8.113,"0",0.187,0.124,0,0.0802,0.548,92.977,197867,215
"19790",79,2018-11-30,"latin","latin hip hop",0.601,0.794,"7",-5.844,"0",0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,425
"19791",86,2019-11-01,"latin","latin hip hop",0.845,0.631,"7",-8.206,"0",0.216,0.188,0,0.0806,0.545,111.983,279907,89
"19792",85,2018-08-31,"latin","latin hip hop",0.522,0.128,"4",-18.717,"1",0.0357,0.894,0.026,0.0941,0.124,109.986,187932,516
"19793",70,2019-04-05,"latin","latin hip hop",0.789,0.427,"5",-9.918,"0",0.308,0.0649,3.62e-05,0.171,0.605,97.032,215227,299
"19794",84,2019-05-17,"latin","latin hip hop",0.554,0.498,"9",-8.866,"1",0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,257
"19795",83,2019-07-11,"latin","latin hip hop",0.67,0.453,"0",-11.265,"1",0.295,0.252,0.33,0.117,0.68,135.055,194840,202
"19796",87,2019-02-08,"latin","latin hip hop",0.717,0.653,"1",-5.634,"1",0.0658,0.229,0,0.101,0.412,106.966,207320,355
"19797",76,2019-10-04,"latin","latin hip hop",0.561,0.597,"11",-6,"0",0.0405,0.286,0,0.0979,0.355,76.826,197299,117
"19798",85,2019-01-18,"latin","latin hip hop",0.674,0.881,"9",-2.853,"1",0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,376
"19799",92,2019-08-29,"latin","latin hip hop",0.879,0.703,"1",-4.219,"1",0.0701,0.143,0,0.0569,0.788,94.004,199711,153
"19800",76,2019-12-13,"latin","latin hip hop",0.602,0.377,"11",-6.213,"1",0.0446,0.731,0,0.0808,0.518,73.877,194853,47
"19801",71,2019-05-17,"latin","latin hip hop",0.639,0.859,"9",-2.758,"0",0.147,0.135,0,0.129,0.566,93.132,221379,257
"19802",84,2019-05-03,"latin","latin hip hop",0.692,0.809,"2",-4.198,"1",0.0602,0.524,0,0.147,0.864,123.911,190800,271
"19803",69,2019-07-26,"latin","latin hip hop",0.581,0.642,"1",-5.318,"1",0.407,0.0519,0,0.183,0.536,80.142,345160,187
"19804",68,2014-01-01,"latin","latin hip hop",0.723,0.777,"7",-3.503,"1",0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413,2219
"19805",70,2013-09-29,"latin","latin hip hop",0.746,0.746,"5",-5.046,"0",0.102,0.152,0,0.274,0.733,175.965,243227,2313
"19806",65,2017-01-13,"latin","latin hip hop",0.659,0.802,"2",-4.79,"1",0.148,0.208,0,0.123,0.863,177.936,228200,1111
"19807",65,2010-10-19,"latin","latin hip hop",0.8,0.692,"9",-5.57,"0",0.0614,0.342,1.92e-06,0.0554,0.917,112.002,183693,3389
"19808",0,2015-03-25,"latin","latin hip hop",0.748,0.801,"6",-4.425,"0",0.0526,0.325,0,0.138,0.907,99.992,202800,1771
"19809",8,2016-06-24,"latin","latin hip hop",0.776,0.669,"11",-4.933,"1",0.0638,0.142,0,0.219,0.661,91.012,228467,1314
"19810",15,NA,"latin","latin hip hop",0.859,0.756,"8",-3.36,"0",0.0643,0.168,4.65e-05,0.163,0.91,102.033,195613,NA
"19811",51,2016-11-11,"latin","latin hip hop",0.765,0.816,"1",-3.99,"1",0.0595,0.124,8.06e-05,0.197,0.624,89.005,212027,1174
"19812",0,2012-01-05,"latin","latin hip hop",0.714,0.821,"6",-7.635,"1",0.176,0.041,0,0.116,0.649,95.999,282707,2946
"19813",57,2016-09-02,"latin","latin hip hop",0.75,0.891,"9",-3.738,"1",0.227,0.0249,6.48e-06,0.0569,0.553,128.065,160305,1244
"19814",32,2017-04-21,"latin","latin hip hop",0.666,0.689,"11",-7.344,"0",0.0504,0.111,0,0.0657,0.781,177.874,166507,1013
"19815",70,2015-09-24,"latin","latin hip hop",0.645,0.821,"11",-3.679,"1",0.213,0.0492,0,0.193,0.844,179.968,250837,1588
"19816",60,2012-01-01,"latin","latin hip hop",0.742,0.873,"1",-3.373,"1",0.082,0.232,1.17e-05,0.114,0.899,90.004,285333,2950
"19817",70,2017-05-26,"latin","latin hip hop",0.74,0.879,"9",-2.251,"0",0.105,0.193,8.25e-05,0.0928,0.948,103.71,226893,978
"19818",2,2016-03-11,"latin","latin hip hop",0.827,0.847,"9",-6.946,"0",0.0665,0.00493,0.862,0.079,0.542,115.003,244043,1419
"19819",63,2016-06-24,"latin","latin hip hop",0.742,0.893,"10",-2.671,"1",0.117,0.115,6.67e-05,0.125,0.777,177.879,209427,1314
"19820",60,2015-09-18,"latin","latin hip hop",0.768,0.894,"10",-2.482,"1",0.0415,0.313,0.0253,0.0856,0.737,105.962,224333,1594
"19821",44,2016-06-24,"latin","latin hip hop",0.689,0.675,"0",-4.281,"1",0.32,0.531,3.17e-06,0.115,0.604,180.065,205600,1314
"19822",58,2017-04-14,"latin","latin hip hop",0.809,0.876,"6",-4.802,"1",0.155,0.154,0.00527,0.0525,0.528,95.984,207200,1020
"19823",47,2013-09-29,"latin","latin hip hop",0.738,0.865,"8",-5.468,"0",0.091,0.367,4.91e-06,0.102,0.892,177.944,206267,2313
"19824",69,2017-02-24,"latin","latin hip hop",0.732,0.801,"9",-3.859,"1",0.0327,0.39,0,0.31,0.824,123.981,196480,1069
"19825",69,2016-02-22,"latin","latin hip hop",0.761,0.829,"0",-3.203,"0",0.0681,0.167,0,0.189,0.813,92.033,252003,1437
"19826",12,2017-04-07,"latin","latin hip hop",0.792,0.819,"5",-5.418,"1",0.0867,0.0309,0,0.389,0.433,89.98,205520,1027
"19827",72,2016-12-02,"latin","latin hip hop",0.76,0.838,"7",-3.828,"0",0.0529,0.547,1.3e-06,0.0664,0.745,93.05,210323,1153
"19828",6,2017-01-20,"latin","latin hip hop",0.724,0.84,"0",-3.581,"1",0.0392,0.053,0,0.727,0.835,92.01,197087,1104
"19829",17,2017-04-21,"latin","latin hip hop",0.755,0.789,"5",-4.502,"1",0.146,0.231,0,0.351,0.737,93.973,229849,1013
"19830",73,2017-06-30,"latin","latin hip hop",0.774,0.687,"11",-4.818,"0",0.0584,0.0179,1.17e-05,0.128,0.308,104.959,189440,943
"19831",2,2014-10-27,"latin","latin hip hop",0.737,0.918,"2",-3.592,"1",0.0904,0.152,0,0.155,0.557,93.019,221613,1920
"19832",46,2016-05-06,"latin","latin hip hop",0.753,0.901,"2",-3.688,"0",0.189,0.23,2.73e-06,0.201,0.741,100.014,222777,1363
"19833",4,2017-06-02,"latin","latin hip hop",0.696,0.849,"7",-4.391,"1",0.289,0.0457,0,0.372,0.502,108.127,173910,971
"19834",11,2016-09-16,"latin","latin hip hop",0.746,0.794,"1",-6.331,"1",0.0698,0.0258,0,0.0497,0.447,104.827,205741,1230
"19835",52,2017-06-23,"latin","latin hip hop",0.836,0.649,"10",-3.547,"0",0.148,0.0254,0,0.0758,0.433,96.884,209733,950
"19836",13,2017-08-18,"latin","latin hip hop",0.527,0.907,"4",-3.09,"0",0.11,0.154,0,0.0993,0.664,93.813,188797,894
"19837",3,2017-08-18,"latin","latin hip hop",0.757,0.733,"6",-4.486,"1",0.2,0.213,4.68e-06,0.288,0.864,174.05,203667,894
"19838",73,2016-09-23,"latin","latin hip hop",0.663,0.92,"11",-4.07,"0",0.226,0.00431,1.69e-05,0.101,0.533,99.935,259196,1223
"19839",71,2017-01-20,"latin","latin hip hop",0.832,0.608,"6",-6.042,"0",0.0385,0.282,0,0.0761,0.589,94.013,198707,1104
"19840",73,2016-04-22,"latin","latin hip hop",0.616,0.989,"9",-1.698,"0",0.0483,0.166,0,0.172,0.902,95.036,203160,1377
